HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:51738	NF1P11	neurofibromin 1 pseudogene 11	Approved			14q11.2		
HGNC:51739	NF1P12	neurofibromin 1 pseudogene 12	Approved			12q12		
HGNC:7773	NF2	neurofibromin 2 (merlin)	Approved		merlin	22q12.2	L11353	NM_000268
HGNC:29872	NFAM1	NFAT activating protein with ITAM motif 1	Approved		CNAIP	22q13.2	BC038241	NM_145912
HGNC:29866	NFASC	neurofascin	Approved		NRCAML, KIAA0756, FLJ46866, NF	1q32.1	AK027553	NM_001005388
HGNC:7774	NFAT5	nuclear factor of activated T-cells 5, tonicity-responsive	Approved		TONEBP, KIAA0827, NFATL1, OREBP, NFATZ, NF-AT5	16q22.1	AF134870	NM_138714
HGNC:7775	NFATC1	nuclear factor of activated T-cells 1	Approved		NF-ATC, NFATc, NFAT2	18q23	U08015	NM_172390
HGNC:7776	NFATC2	nuclear factor of activated T-cells 2	Approved		NF-ATP, NFATp, NFAT1	20q13.2	U43342, U43341	NM_012340
HGNC:25906	NFATC2IP	nuclear factor of activated T-cells 2 interacting protein	Approved		FLJ14639, NIP45, RAD60, ESC2	16p11.2	AK074761	NM_032815
HGNC:7777	NFATC3	nuclear factor of activated T-cells 3	Approved		NFAT4, NFATX	16q22	L41067	NM_004555
HGNC:7778	NFATC4	nuclear factor of activated T-cells 4	Approved		NFAT3	14q11.2	BC053855	NM_004554
HGNC:7779	NFATC5~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:7780	NFE2	nuclear factor, erythroid 2	Approved		NF-E2	12q13	BC005044	NM_006163
HGNC:7781	NFE2L1	nuclear factor, erythroid 2 like 1	Approved	TCF11	NRF1, LCR-F1, FLJ00380	17q21.3	AK090459	NM_003204
HGNC:7782	NFE2L2	nuclear factor, erythroid 2 like 2	Approved		NRF2	2q31		NM_006164
HGNC:7783	NFE2L3	nuclear factor, erythroid 2 like 3	Approved		Nrf3	7p15.2	AB010812	
HGNC:22278	NFE2L3P1	nuclear factor, erythroid 2 like 3 pseudogene 1	Approved			18q21.32		NG_011711
HGNC:44191	NFE2L3P2	nuclear factor, erythroid 2 like 3 pseudogene 2	Approved			17q21.32		NG_029197
HGNC:29902	NFE4	nuclear factor, erythroid 4	Approved		NF-E4	7q22.1		NM_001085386
HGNC:7784	NFIA	nuclear factor I A	Approved		NFI-L, KIAA1439	1p31.3-p31.2	U07809	NM_005595
HGNC:40402	NFIA-AS1	NFIA antisense RNA 1	Approved		RP5-833A20.1	1p31.3		NR_104180
HGNC:40401	NFIA-AS2	NFIA antisense RNA 2	Approved			1p31.3		
HGNC:7785	NFIB	nuclear factor I B	Approved		NFI-RED, NFIB2, NFIB3	9p24.1	U07810	NM_005596
HGNC:7786	NFIC	nuclear factor I C	Approved	NFI	CTF, NF-I, CTF5	19p13.3	X12492	NM_005597
HGNC:7787	NFIL3	nuclear factor, interleukin 3 regulated	Approved	IL3BP1	E4BP4, NFIL3A, NF-IL3A	9q22	X64318	NM_005384
HGNC:7788	NFIX	nuclear factor I X	Approved		NF1A	19p13.13	U18761	NM_002501
HGNC:7789	NFIXL1~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:7790	NFIXL2~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:7791	NFIXL3~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:7792	NFIXL4~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:7793	NFIXL5~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:7794	NFKB1	nuclear factor kappa B subunit 1	Approved		KBF1, p105, NFKB-p50, p50, NF-kappaB, NFkappaB, NF-kB1	4q24	M58603	NM_003998
HGNC:7795	NFKB2	nuclear factor kappa B subunit 2	Approved		LYT-10, p52, p105, NF-kB2, p49/p100	10q24	X61498	
HGNC:7796	NFKB3~withdrawn	symbol withdrawn, see RELA	Symbol Withdrawn					
HGNC:7797	NFKBIA	NFKB inhibitor alpha	Approved	NFKBI	IKBA, MAD-3, IkappaBalpha	14q13		NM_020529
HGNC:7798	NFKBIB	NFKB inhibitor beta	Approved		IKBB, TRIP9	19q13.1	L40407	NM_002503
HGNC:15671	NFKBID	NFKB inhibitor delta	Approved		TA-NFKBH, IkappaBNS	19q13.12	AF385434	NM_032721
HGNC:7799	NFKBIE	NFKB inhibitor epsilon	Approved		IKBE	6p21.1	U91616	
HGNC:7800	NFKBIL1	NFKB inhibitor like 1	Approved	NFKBIL	IKBL	6p21.3	X77909	NM_005007
HGNC:29805	NFKBIZ	NFKB inhibitor zeta	Approved		MAIL, FLJ34463, INAP	3p12-q12	AF548362	NM_031419
HGNC:7802	NFRKB	nuclear factor related to kappaB binding protein	Approved		DKFZp547B2013, INO80G	11q24-q25		NM_006165
HGNC:15910	NFS1	NFS1 cysteine desulfurase	Approved		NifS, IscS	20q11.22	AF097025	NM_021100
HGNC:16287	NFU1	NFU1 iron-sulfur cluster scaffold	Approved	HIRIP5	CGI-33, NifU, NIFUC	2p15-p13	AJ132584	NM_015700
HGNC:44553	NFU1P1	NFU1 iron-sulfur cluster scaffold pseudogene 1	Approved			3p22.1		
HGNC:44554	NFU1P2	NFU1 iron-sulfur cluster scaffold pseudogene 2	Approved			1p21.3		
HGNC:7803	NFX1	nuclear transcription factor, X-box binding 1	Approved		NFX2, MGC20369, Tex42, TEG-42	9p12	U19759	
HGNC:18726	NFXL1	nuclear transcription factor, X-box binding like 1	Approved		HOZFP	4p12	AY134856	NM_152995
HGNC:7804	NFYA	nuclear transcription factor Y subunit alpha	Approved		HAP2, CBF-B, NF-YA	6p21.3		
HGNC:34078	NFYAP1	nuclear transcription factor Y subunit alpha pseudogene 1	Approved	NFYAP		13q21.31		NG_007867
HGNC:7805	NFYB	nuclear transcription factor Y subunit beta	Approved		CBF-A, HAP3, NF-YB	12q23.3		
HGNC:7806	NFYC	nuclear transcription factor Y subunit gamma	Approved		CBF-C, NF-YC	1p32	U78774	NM_014223
HGNC:49451	NFYC-AS1	NFYC antisense RNA 1	Approved		0808y08y	1p34.2		
HGNC:14077	NGB	neuroglobin	Approved			14q24.3	AJ245946	NM_021257
HGNC:20271	NGDN	neuroguidin	Approved	C14orf120	DKFZP564O092, LCP5, lpd-2, NGD, CANu1	14q11.2	AK022215	NM_001042635
HGNC:7807	NGEF	neuronal guanine nucleotide exchange factor	Approved		ARHGEF27	2q37	AJ238899	XM_044799
HGNC:7808	NGF	nerve growth factor	Approved	NGFB		1p13.1		NM_002506
HGNC:7809	NGFR	nerve growth factor receptor	Approved		TNFRSF16, CD271, p75NTR	17q21-q22	M14764	
HGNC:17646	NGLY1	N-glycanase 1	Approved		FLJ11005, PNG1	3p23	AF250924	
HGNC:7810	NGL~withdrawn	symbol withdrawn, see ERBB2	Symbol Withdrawn					
HGNC:18077	NGRN	neugrin, neurite outgrowth associated	Approved		DSC92	15q26.1	AB029315	
HGNC:7811	NHCP1	non-histone chromosome protein 1	Approved			16		
HGNC:7812	NHCP2~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:7813	NHE1~withdrawn	symbol withdrawn, see SLC9A1	Symbol Withdrawn					
HGNC:7814	NHE2~withdrawn	symbol withdrawn, see SLC9A2	Symbol Withdrawn					
HGNC:7816	NHE3P~withdrawn	symbol withdrawn, see SLC9A3P1	Symbol Withdrawn					
HGNC:7815	NHE3~withdrawn	symbol withdrawn, see SLC9A3	Symbol Withdrawn					
HGNC:25737	NHEJ1	non-homologous end joining factor 1	Approved		Cernunnos, XLF, FLJ12610	2q35	AJ972687	NM_024782
HGNC:7817	NHLH1	nescient helix-loop-helix 1	Approved	HEN1	NSCL, NSCL1, bHLHa35	1q22	BC013789	NM_005598
HGNC:7818	NHLH2	nescient helix-loop-helix 2	Approved	HEN2	NSCL2, bHLHa34	1p12-p11		NM_005599
HGNC:21576	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1	Approved		bA204B7.2, EPM2B, malin	6p22.3	AY324849	
HGNC:24731	NHLRC2	NHL repeat containing 2	Approved		FLJ25621, FLJ20147, FLJ33312, MGC45492, DKFZp779F115	10q26.11	AK090631	NM_198514
HGNC:33751	NHLRC3	NHL repeat containing 3	Approved			13q13.3		NM_001012754
HGNC:26700	NHLRC4	NHL repeat containing 4	Approved			16p13.3		NM_176677
HGNC:14377	NHP2	NHP2 ribonucleoprotein	Approved	NOLA2	FLJ20479	5q35.3	AF161404	NM_017838
HGNC:23582	NHP2P1	NHP2 ribonucleoprotein pseudogene 1	Approved	NOLA2P1	bA360G10.4	10q23.32		
HGNC:22797	NHP2P2	NHP2 ribonucleoprotein pseudogene 2	Approved		TCAG_30283	7p15.2		
HGNC:7820	NHS	NHS actin remodeling regulator	Approved			Xp22.3-p21.1		NM_198270
HGNC:40403	NHS-AS1	NHS antisense RNA 1	Approved			Xp22.13		
HGNC:21021	NHSL1	NHS like 1	Approved	C6orf63	bA43P8.1, KIAA1357	6q23.3	AB037778	XM_050421
HGNC:33737	NHSL2	NHS like 2	Approved			Xq13.1		NM_001013627
HGNC:18317	NICN1	nicolin 1	Approved		MGC12936	3p21.31	AJ299740	NM_032316
HGNC:40838	NICN1-AS1~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:18322	NICN2P	nicolin 2, pseudogene	Approved			Xp11.3-p11.22		NG_005534
HGNC:7821	NID1	nidogen 1	Approved	NID	entactin	1q43	BC045606	NM_002508
HGNC:13389	NID2	nidogen 2	Approved			14q22.1	AB009799	
HGNC:7822	NIDDM1	non-insulin-dependent diabetes mellitus (common, type 2) 1	Approved			2q		
HGNC:7823	NIDDM2	non-insulin-dependent diabetes mellitus (common, type 2) 2	Approved			12q24.2		
HGNC:13390	NIF3L1	NGG1 interacting factor 3 like 1	Approved	ALS2CR1	CALS-7, MDS015	2q33	AB038949	NM_021824
HGNC:17838	NIFK	nucleolar protein interacting with the FHA domain of MKI67	Approved	MKI67IP	Nopp34, hNIFK	2q14.3	AB044971	NM_032390
HGNC:27385	NIFK-AS1	NIFK antisense RNA 1	Approved			2q14.3		
HGNC:44949	NIFKP1	nucleolar protein interacting with the FHA domain of MKI67 pseudogene 1	Approved	MKI67IPP1		10p11.23		NG_009461
HGNC:44950	NIFKP2	nucleolar protein interacting with the FHA domain of MKI67 pseudogene 2	Approved	MKI67IPP2		5q35.2		NG_009465
HGNC:44951	NIFKP3	nucleolar protein interacting with the FHA domain of MKI67 pseudogene 3	Approved	MKI67IPP3		12p13.31		NG_009474
HGNC:44952	NIFKP4	nucleolar protein interacting with the FHA domain of MKI67 pseudogene 4	Approved	MKI67IPP4		15q24.2		NG_009467
HGNC:44953	NIFKP5	nucleolar protein interacting with the FHA domain of MKI67 pseudogene 5	Approved	MKI67IPP5		15q26.1		NG_009470
HGNC:44954	NIFKP6	nucleolar protein interacting with the FHA domain of MKI67 pseudogene 6	Approved	MKI67IPP6		19q13.41		NG_009462
HGNC:44955	NIFKP7	nucleolar protein interacting with the FHA domain of MKI67 pseudogene 7	Approved	MKI67IPP7		3p22.3		
HGNC:44956	NIFKP8	nucleolar protein interacting with the FHA domain of MKI67 pseudogene 8	Approved	MKI67IPP8		15q25.3		NG_009464
HGNC:44957	NIFKP9	nucleolar protein interacting with the FHA domain of MKI67 pseudogene 9	Approved	MKI67IPP9		2q14.3		
HGNC:28646	NIM1K	NIM1 serine/threonine protein kinase	Approved		MGC42105, NIM1	5p12	BC036422	NM_153361
HGNC:14906	NIN	ninein	Approved			14q21-q22	AF212162	NM_182946
HGNC:7824	NINJ1	ninjurin 1	Approved		NIN1	9q22	U91512	NM_004148
HGNC:7825	NINJ2	ninjurin 2	Approved			12p13	AF205633	NM_016533
HGNC:29163	NINL	ninein like	Approved		KIAA0980, NLP	20p11.22-p11.1		NM_025176
HGNC:7826	NIP1L~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:24328	NIP7	NIP7, nucleolar pre-rRNA processing protein	Approved		CGI-37, FLJ10296, HSPC031, KD93	16q22.1	AB112439	NM_016101
HGNC:45180	NIP7P1	NIP7, nucleolar pre-rRNA processing protein pseudogene 1	Approved			10q23.33		NG_023276
HGNC:45181	NIP7P2	NIP7, nucleolar pre-rRNA processing protein pseudogene 2	Approved			3q22.1		NG_022272
HGNC:45182	NIP7P3	NIP7, nucleolar pre-rRNA processing protein pseudogene 3	Approved			6q22.1		NG_025858
HGNC:17043	NIPA1	non imprinted in Prader-Willi/Angelman syndrome 1	Approved	SPG6	MGC35570	15q11.2	BK001020	NM_144599
HGNC:17044	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2	Approved			15q11.2	AY732242	NM_030922
HGNC:42041	NIPA2P1	non imprinted in Prader-Willi/Angelman syndrome 2 pseudogene 1	Approved			7q21.13		
HGNC:42042	NIPA2P2	non imprinted in Prader-Willi/Angelman syndrome 2 pseudogene 2	Approved			3p12.3		
HGNC:42043	NIPA2P3	non imprinted in Prader-Willi/Angelman syndrome 2 pseudogene 3	Approved			21q21.1		
HGNC:42044	NIPA2P4	non imprinted in Prader-Willi/Angelman syndrome 2 pseudogene 4	Approved			8q21.13		
HGNC:42045	NIPA2P5	non imprinted in Prader-Willi/Angelman syndrome 2 pseudogene 5	Approved			13q31.1		
HGNC:27194	NIPAL1	NIPA like domain containing 1	Approved	NPAL1	DKFZp686A06115	4p12	BC067881	NM_207330
HGNC:25854	NIPAL2	NIPA like domain containing 2	Approved	NPAL2	FLJ13955	8q22.2	AK024017	NM_024759
HGNC:25233	NIPAL3	NIPA like domain containing 3	Approved	NPAL3	DJ462O23.2	1p36.12-p35.1	BX640883	NM_020448
HGNC:28018	NIPAL4	NIPA like domain containing 4	Approved		ICHYN	5q33.3	AK026158	NM_001099287
HGNC:28862	NIPBL	NIPBL, cohesin loading factor	Approved		IDN3, DKFZp434L1319, FLJ11203, FLJ12597, FLJ13354, FLJ13648, Scc2	5p13.2	AB019494	NM_015384
HGNC:51293	NIPBL-AS1	NIPBL antisense RNA 1 (head to head)	Approved		NIPBL-AS	5p13.2		NR_046262
HGNC:7827	NIPSNAP1	nipsnap homolog 1 (C. elegans)	Approved			22q12	AJ001258	
HGNC:23619	NIPSNAP3A	nipsnap homolog 3A	Approved		DKFZp564D177, FLJ13953, HSPC299, MGC14553	9q31.3	BC005935	NM_015469
HGNC:23641	NIPSNAP3B	nipsnap homolog 3B	Approved		FLJ11275	9q31.3	BC017914	NM_018376
HGNC:18006	NISCH	nischarin	Approved		KIAA0975, I-1, IRAS	3p21.1	AF082516	NM_007184
HGNC:7828	NIT1	nitrilase 1	Approved			1q21-q22	AF069984	
HGNC:29878	NIT2	nitrilase family member 2	Approved			3q12.3	AF284574	NM_020202
HGNC:25743	NKAIN1	Na+/K+ transporting ATPase interacting 1	Approved	FAM77C	FLJ12650	1p35.2	AK022712	NM_024522
HGNC:38593	NKAIN1P1	Na+/K+ transporting ATPase interacting 1 pseudogene 1	Approved			1q21		NG_021262
HGNC:16443	NKAIN2	Na+/K+ transporting ATPase interacting 2	Approved	TCBA1	FAM77B	6q21	AB070452	NM_001040214
HGNC:26829	NKAIN3	Na+/K+ transporting ATPase interacting 3	Approved	FAM77D	FLJ39630	8q12.3	AK096949	NM_173688
HGNC:16191	NKAIN4	Na+/K+ transporting ATPase interacting 4	Approved	C20orf58	bA261N11.2, FAM77A	20q13.33	BC041812	NM_152864
HGNC:29873	NKAP	NFKB activating protein	Approved		FLJ22626	Xq24	BC012770	NM_024528
HGNC:21584	NKAPL	NFKB activating protein like	Approved	C6orf194	bA424I5.1	6p21.33	BC038240	
HGNC:26706	NKAPP1	NFKB activating protein pseudogene 1	Approved	CXorf42	FLJ36576	Xq24	AK093895	NR_027131
HGNC:17045	NKD1	naked cuticle homolog 1	Approved			16q12.1	AF358135	
HGNC:17046	NKD2	naked cuticle homolog 2	Approved		Naked2	5p15.3	AF358137	NM_033120
HGNC:7829	NKG2~withdrawn	symbol withdrawn, see KLRC1	Symbol Withdrawn					
HGNC:7830	NKG7	natural killer cell granule protein 7	Approved		GIG1, GMP-17	19q13.41		NM_005601
HGNC:51599	NKILA	NF-kappaB interacting long non-coding RNA	Approved			20q13.31	AK056098	NR_131157
HGNC:17899	NKIRAS1	NFKB inhibitor interacting Ras-like 1	Approved		KBRAS1, kappaB-Ras1	3p24.1	AF229839	NM_020345
HGNC:17898	NKIRAS2	NFKB inhibitor interacting Ras like 2	Approved		KBRAS2, DKFZP434N1526, kappaB-Ras2	17q21.31	AF229840	NM_017595
HGNC:24739	NKPD1	NTPase, KAP family P-loop domain containing 1	Approved		FLJ33600	19q13.32	AK090919	NM_198478
HGNC:19374	NKRF	NFKB repressing factor	Approved		ITBA4, NRF	Xq24	AJ011812	NM_017544
HGNC:7831	NKR~withdrawn	symbol withdrawn, see KLRB1	Symbol Withdrawn					
HGNC:7832	NKS1	natural killer cell susceptibility 1	Approved		EC-1	6p21.3		
HGNC:7833	NKTR	natural killer cell triggering receptor	Approved		p104	3p22.1		NM_005385
HGNC:24975	NKX1-1	NK1 homeobox 1	Approved		HSPX153, SAX2	4p16.3	X76978	XM_926341
HGNC:31652	NKX1-2	NK1 homeobox 2	Approved	C10orf121	bB238F13.2	10q26.13	CN285329	XM_372331
HGNC:11825	NKX2-1	NK2 homeobox 1	Approved	NKX2A, BCH, TITF1	TTF-1, TTF1	14q13.3		NM_003317
HGNC:40585	NKX2-1-AS1	NKX2-1 antisense RNA 1	Approved			14q13.3		
HGNC:7835	NKX2-2	NK2 homeobox 2	Approved	NKX2B	NKX2.2	20p11.22	AF019415	
HGNC:37154	NKX2-2-AS1	NKX2-2 antisense RNA 1	Approved		NKX2-2AS	20p11.22		
HGNC:7836	NKX2-3	NK2 homeobox 3	Approved	NKX2C	NKX2.3, CSX3, NKX4-3	10q24.2		
HGNC:7837	NKX2-4	NK2 homeobox 4	Approved	NKX2D	NKX2.4	20p11.22		
HGNC:2488	NKX2-5	NK2 homeobox 5	Approved	CSX, NKX2E	CSX1, NKX2.5, NKX4-1	5q34	AB021133	
HGNC:32940	NKX2-6	NK2 homeobox 6	Approved		CSX2, NKX4-2	8p21.2	CN272646	NM_001136271
HGNC:16364	NKX2-8	NK2 homeobox 8	Approved	NKX2H	NKX2.8, Nkx2-9	14q13.3		
HGNC:7834	NKX2A~withdrawn	symbol withdrawn, see NKX2-1	Symbol Withdrawn					
HGNC:7838	NKX3-1	NK3 homeobox 1	Approved	NKX3A	NKX3.1, BAPX2	8p21.2		
HGNC:951	NKX3-2	NK3 homeobox 2	Approved	BAPX1	NKX3B, NKX3.2	4p16.3	AF009801	
HGNC:7839	NKX6-1	NK6 homeobox 1	Approved	NKX6A	Nkx6.1	4q21.33	AH007313	NM_006168
HGNC:19321	NKX6-2	NK6 homeobox 2	Approved		NKX6B, GTX, NKX6.1	10q26.3	AF184215	
HGNC:26328	NKX6-3	NK6 homeobox 3	Approved		FLJ25169	8p11.21	AK057898	NM_152568
HGNC:19889	NLE1	notchless homolog 1 (Drosophila)	Approved		FLJ10458	17q12		NM_018096
HGNC:14291	NLGN1	neuroligin 1	Approved		KIAA1070	3q26.32	AB028993	NM_014932
HGNC:40676	NLGN1-AS1	NLGN1 antisense RNA 1	Approved			3q26.31		
HGNC:14290	NLGN2	neuroligin 2	Approved		KIAA1366	17p13.2	AB037787	NM_020795
HGNC:14289	NLGN3	neuroligin 3	Approved		HNL3, KIAA1480, ASPGX1, AUTSX1	Xq13.1	AB040913	NM_018977
HGNC:14287	NLGN4X	neuroligin 4, X-linked	Approved	NLGN4	KIAA1260, NLGN, HLNX	Xp22.33	AB033086	NM_020742
HGNC:15529	NLGN4Y	neuroligin 4, Y-linked	Approved		KIAA0951	Yq11.221		NM_014893
HGNC:38793	NLGN4Y-AS1	NLGN4Y antisense RNA 1	Approved	NLGN4YAS, NLGN4Y-AS		Yq11.221		
HGNC:29858	NLK	nemo like kinase	Approved			17q11.2	AF197898	NM_016231
HGNC:16058	NLN	neurolysin	Approved	AGTBP	KIAA1226	5q12.3	AJ300837	
HGNC:29889	NLRC3	NLR family, CARD domain containing 3	Approved		CLR16.2, FLJ00348, NOD3	16p13.3	BK001112	NM_178844
HGNC:16412	NLRC4	NLR family, CARD domain containing 4	Approved	CARD12	CLAN1, ipaf, CLANA, CLANB, CLANC, CLAND, CLR2.1, CLAN	2p22.3	AF376061	NM_021209
HGNC:29933	NLRC5	NLR family, CARD domain containing 5	Approved		NOD27, CLR16.1, FLJ21709	16q13	AF389420	NM_032206
HGNC:14374	NLRP1	NLR family, pyrin domain containing 1	Approved	NALP1, SLEV1	KIAA0926, DKFZp586O1822, CARD7, NAC, CLR17.1, DEFCAP, VAMAS1	17p13	AB023143	NM_033004
HGNC:22948	NLRP2	NLR family, pyrin domain containing 2	Approved	NALP2	FLJ20510, PYPAF2, NBS1, PAN1, CLR19.9	19q13.42	AK000517	NM_017852
HGNC:29887	NLRP2P	NLR family, pyrin domain containing 2 pseudogene	Approved		NOD24, NALP2P, CLRX.1, POP4	Xp11.21	BK001116	NG_002752
HGNC:16400	NLRP3	NLR family, pyrin domain containing 3	Approved	C1orf7, CIAS1	AGTAVPRL, AII, AVP, FCAS, FCU, NALP3, PYPAF1, MWS, CLR1.1	1q44	AF054176	NM_004895
HGNC:29886	NLRP3P1	NLR family, pyrin domain containing 3 pseudogene 1	Approved	NLRP3P	NOD13	Xq22.3	BK001115	NG_002753
HGNC:22943	NLRP4	NLR family, pyrin domain containing 4	Approved	NALP4	PYPAF4, FLJ32126, PAN2, RNH2, CLR19.5, CT58	19q13.43	AF479747	NM_134444
HGNC:21269	NLRP5	NLR family, pyrin domain containing 5	Approved	NALP5	PYPAF8, MATER, PAN11, CLR19.8	19q13.43	AY154460	NM_153447
HGNC:22944	NLRP6	NLR family, pyrin domain containing 6	Approved	NALP6	PYPAF5, PAN3, CLR11.4	11p15	AF479748	NM_138329
HGNC:22947	NLRP7	NLR family, pyrin domain containing 7	Approved	NALP7	PYPAF3, NOD12, PAN7, CLR19.4	19q13.42	AF464765	NM_139176
HGNC:22940	NLRP8	NLR family, pyrin domain containing 8	Approved	NALP8	NOD16, PAN4, CLR19.2	19q13.43	AY154463	NM_176811
HGNC:22941	NLRP9	NLR family, pyrin domain containing 9	Approved	NALP9	NOD6, PAN12, CLR19.1	19q13.43	AY154464	NM_176820
HGNC:29888	NLRP9P1	NLR family, pyrin domain containing 9 pseudogene 1	Approved	NLRP9P	NOD25	12q24.33	BK001117	NG_002754
HGNC:21464	NLRP10	NLR family, pyrin domain containing 10	Approved	NALP10	NOD8, PAN5, Pynod, CLR11.1	11p15.4	AY154465	NM_176821
HGNC:22945	NLRP11	NLR family, pyrin domain containing 11	Approved	NALP11	PYPAF6, NOD17, PAN10, CLR19.6	19q13.43	AY095145	NM_145007
HGNC:22938	NLRP12	NLR family, pyrin domain containing 12	Approved	NALP12	RNO2, PYPAF7, Monarch1, PAN6, CLR19.3	19q13.42	AY095146	NM_144687
HGNC:22937	NLRP13	NLR family, pyrin domain containing 13	Approved	NALP13	NOD14, PAN13, CLR19.7	19q13.43	AY154468	NM_176810
HGNC:22939	NLRP14	NLR family, pyrin domain containing 14	Approved	NALP14	NOD5, GC-LRR, Nalp-iota, PAN8, CLR11.2	11p15.4	BK001107	NM_176822
HGNC:29890	NLRX1	NLR family member X1	Approved		NOD9, CLR11.3	11q23.3	AB094095	NM_170722
HGNC:7840	NLVCF~withdrawn	symbol withdrawn, see MRPL40	Symbol Withdrawn					
HGNC:7841	NM	neutrophil migration	Approved			7q22-qter		
HGNC:7842	NMB	neuromedin B	Approved		MGC2277, MGC3936, MGC17211	15q25.2-q25.3		NM_021077
HGNC:7843	NMBR	neuromedin B receptor	Approved		BB1	6q24.1		
HGNC:24250	NMD3	NMD3 ribosome export adaptor	Approved		CGI-07	3q26.1	BC013317	NM_015938
HGNC:22672	NMD3P1	NMD3 ribosome export adaptor pseudogene 1	Approved	NMD3P		7q11.21		
HGNC:37820	NMD3P2	NMD3 ribosome export adaptor pseudogene 2	Approved			7p11.2		
HGNC:7844	NMDAR1~withdrawn	symbol withdrawn, see GRIN1	Symbol Withdrawn					
HGNC:7845	NMDAR2A~withdrawn	symbol withdrawn, see GRIN2A	Symbol Withdrawn					
HGNC:7846	NMDAR2B~withdrawn	symbol withdrawn, see GRIN2B	Symbol Withdrawn					
HGNC:7847	NMDAR2C~withdrawn	symbol withdrawn, see GRIN2C	Symbol Withdrawn					
HGNC:7848	NMDARA1~withdrawn	symbol withdrawn, see GRINA	Symbol Withdrawn					
HGNC:7849	NME1	NME/NM23 nucleoside diphosphate kinase 1	Approved		NM23, NM23-H1, NDPKA	17q21.33	AL360191, X17620	NM_000269
HGNC:33531	NME1-NME2	NME1-NME2 readthrough	Approved		NM23-LV, NMELV	17q21.33	DQ109675	
HGNC:39904	NME1P1	NME/NM23 nucleoside diphosphate kinase 1 pseudogene 1	Approved			13q12.11		
HGNC:7850	NME2	NME/NM23 nucleoside diphosphate kinase 2	Approved		NM23-H2, NDPKB	17q21.33	X58965	NM_002512
HGNC:31358	NME2P1	NME/NM23 nucleoside diphosphate kinase 2 pseudogene 1	Approved			12q24.31		NR_001577
HGNC:7851	NME3	NME/NM23 nucleoside diphosphate kinase 3	Approved		DR-nm23, NM23-H3, NDPKC	16q13.3	U29656	NM_002513
HGNC:7852	NME4	NME/NM23 nucleoside diphosphate kinase 4	Approved		nm23-H4, NM23H4, NDPKD	16p13.3	Y07604	NM_005009
HGNC:7853	NME5	NME/NM23 family member 5	Approved		nm23-H5, RSPH23	5q31.2	Y14992	NM_003551
HGNC:20567	NME6	NME/NM23 nucleoside diphosphate kinase 6	Approved		NM23-H6, IPIA-ALPHA	3p21.31	AF051941	NM_005793
HGNC:20461	NME7	NME/NM23 family member 7	Approved		FLJ37194, NM23-H7, CFAP67	1q24.2	AF153191	NM_013330
HGNC:16473	NME8	NME/NM23 family member 8	Approved	TXNDC3	CILD6, SPTRX2, NM23-H8	7p15.2	AF202051	NM_016616
HGNC:21343	NME9	NME/NM23 family member 9	Approved	TXNDC6	TXL-2, NM23-H9	3q22.3	AF196568	NM_178130
HGNC:7854	NMI	N-myc and STAT interactor	Approved			2q23	U32849	NM_004688
HGNC:17877	NMNAT1	nicotinamide nucleotide adenylyltransferase 1	Approved	LCA9	NMNAT, PNAT1	1p36.22	AF312734	
HGNC:20024	NMNAT1P1	NMNAT1 pseudogene 1	Approved	NMNATP		14q31.1		
HGNC:49164	NMNAT1P2	NMNAT1 pseudogene 2	Approved			1q23.3		
HGNC:49165	NMNAT1P3	NMNAT1 pseudogene 3	Approved			3q28		
HGNC:49166	NMNAT1P4	NMNAT1 pseudogene 4	Approved			4q31.21		
HGNC:49167	NMNAT1P5	NMNAT1 pseudogene 5	Approved			15q22.2		
HGNC:16789	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	Approved	C1orf15	KIAA0479, PNAT2	1q25	AF288395	
HGNC:20989	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	Approved		PNAT3	3q23	AF345564	NM_178177
HGNC:7855	NMOR1~withdrawn	symbol withdrawn, see NQO1	Symbol Withdrawn					
HGNC:24987	NMRAL1	NmrA-like family domain containing 1	Approved		FLJ25918, HSCARG, SDR48A1	16p13.3	AF225419	NM_020677
HGNC:26057	NMRK1	nicotinamide riboside kinase 1	Approved	C9orf95	FLJ20559, NRK1, bA235O14.2	9q21.31	AK097144	NM_017881
HGNC:17871	NMRK2	nicotinamide riboside kinase 2	Approved	ITGB1BP3	MIBP, NRK2	19p13.3	AF190819	NM_014446, NM_170678
HGNC:32203	NMS	neuromedin S	Approved			2q11.2	AB164464	NM_001011717
HGNC:7857	NMT1	N-myristoyltransferase 1	Approved		NMT	17q21.31		NM_021079
